Particle, PH, ToF, MCP PH
a4750, 139.225, 71.116546, 91.022781
a4750, 138.92758, 71.441436, 17.196666
a4750, 139.27803, 71.547485, 14.324999
a4750, 139.44804, 71.623199, 62.216667
a4750, 139.40034, 71.650177, 25.115833
a4750, 139.72773, 71.638793, 103.33944
a4750, 139.56201, 72.025512, 73.359283
a4750, 139.90034, 72.609436, 54.88755
a4750, 139.24578, 71.227356, 85.182777
a4750, 139.25357, 71.310913, 118.69333
a4750, 139.36769, 72.100555, 72.186576
a4750, 139.23304, 71.533203, 36.323181
a4750, 138.95114, 71.995391, 22.608333
a4750, 139.56184, 72.167083, 19.309761
a4750, 139.25311, 71.501251, 74.805
a4750, 139.53498, 72.180847, 36.984607
a4750, 138.71275, 71.756103, 34.275001
a4750, 139.04406, 71.912933, 62.312858
a4750, 138.73698, 71.878814, 9.4849996
a4750, 138.68277, 70.965179, 19.373333
a4750, 138.8769, 71.363525, 6.19
a4750, 138.83314, 72.162933, 28.165
a4750, 139.67868, 71.791442, 54.556667
a4750, 139.06849, 71.559631, 163.88047
a4750, 139.49438, 70.936737, 14.899762
a4750, 138.83369, 71.732757, 24.427381
a4750, 138.99415, 71.691619, 30.805
a4750, 138.99803, 71.628234, 24.358333
a4750, 139.30781, 70.728241, 11.028333
a4750, 138.8267, 71.553192, 6.1750001
a4750, 138.86421, 72.154205, 7.625
a4750, 139.49679, 71.557617, 77.73912
a4750, 139.03617, 71.303161, 10.273333
a4750, 139.89631, 71.151397, 20.149999
a4750, 139.01089, 72.065918, 42.429241
a4750, 139.57719, 71.469848, 27.188333
a4750, 139.22352, 71.692352, 57.163234
a4750, 139.60218, 72.160705, 119.48362
a4750, 139.47883, 71.947296, 17.549242
a4750, 139.21228, 71.895355, 81.91024
a4750, 139.66412, 71.43869, 36.122947
a4750, 139.23934, 71.039276, 12.308333
a4750, 138.85408, 71.80249, 16.392499
a4750, 139.45388, 72.088592, 70.251838
a4750, 138.43879, 72.095367, 105.24619
a4750, 139.20462, 71.277587, 55.483463
a4750, 139.5579, 71.893188, 75.256248
a4750, 139.27163, 71.715118, 25.699167
a4750, 138.81182, 71.488128, 22.818332
a4750, 139.15435, 72.336456, 27.986665
a4750, 139.43013, 71.808227, 139.50619
a4750, 139.46739, 71.262237, 17.411666
a4750, 138.58746, 71.998352, 37.365001
a4750, 139.05226, 72.37091, 31.611154
a4750, 139.23262, 71.762359, 63.619998
a4750, 138.80949, 71.819793, 19.845832
a4750, 139.58857, 71.022827, 64.656669
a4750, 139.00563, 71.269958, 73.072914
a4750, 139.40252, 71.859954, 8.333333
a4750, 138.87413, 71.54544, 44.948333
a4750, 139.70613, 72.374481, 15.241666
a4750, 138.73831, 72.120697, 141.45939
a4750, 139.41276, 71.946167, 30.981666
a4750, 139.4035, 72.502655, 19.483333
a4750, 138.98918, 71.463409, 34.833332
a4750, 139.48762, 71.412323, 37.59476
a4750, 139.30711, 71.725524, 47.865833
a4750, 139.28915, 71.452056, 39.270713
a4750, 139.46319, 71.566101, 29.135
a4750, 138.9366, 72.675567, 188.27667
a4750, 139.28759, 71.415252, 51.993331
a4750, 139.57643, 71.586059, 25.224393
a4750, 139.17344, 70.671722, 16.816667
a4750, 139.60672, 71.781524, 58.531665
a4750, 139.84968, 71.739227, 20.438333
a4750, 139.67643, 71.332275, 55.003334
a4750, 140.21519, 71.356567, 17.114522
a4750, 139.36404, 71.482879, 56.928333
a4750, 139.39999, 71.460296, 25.346427
a4750, 139.31492, 72.271087, 54.659584
a4750, 139.20541, 71.899017, 95.703033
a4750, 139.41783, 360.13063, 5.3744874
a4750, 139.14843, 71.15567, 10.935
a4750, 139.39476, 71.946228, 18.215
a4750, 139.76506, 71.395843, 92.99958
a4750, 139.6333, 71.414581, 40.009998
a4750, 139.65826, 71.546264, 7.3083334
a4750, 138.94758, 71.947479, 18.851667
a4750, 139.19172, 72.134887, 32.263332
a4750, 138.78837, 71.419921, 43.238334
a4750, 139.8133, 70.818725, 59.908332
a4750, 139.62718, 71.276763, 39.343334
a4750, 139.85775, 72.486785, 7.5983333
a4750, 139.70298, 72.075775, 21.237857
a4750, 139.32037, 71.390014, 35.645
a4750, 139.41378, 72.06668, 53.426666
a4750, 139.21575, 72.162719, 87.176666
a4750, 139.63096, 71.123352, 115.30999
a4750, 138.86923, 71.56845, 29.439243
a4750, 139.32019, 72.024902, 95.596191
a4750, 139.40664, 71.804626, 41.013332
a4750, 138.7938, 71.630065, 67.84333
a4750, 138.74369, 71.665313, 6.2816667
a4750, 138.72598, 70.807525, 46.494998
a4750, 139.49765, 71.566314, 34.172855
a4750, 139.22451, 72.104644, 31.431667
a4750, 138.40754, 71.045196, 107.18
a4750, 139.13258, 71.639251, 147.27142
a4750, 138.87651, 71.663116, 44.603332
a4750, 139.18742, 71.976165, 14.636428
a4750, 138.76559, 71.263458, 47.602382
a4750, 138.97837, 71.575653, 24.023332
a4750, 139.01918, 71.133972, 28.328332
a4750, 139.65405, 71.32724, 33.884998
a4750, 139.46531, 71.324676, 119.47714
a4750, 139.4044, 71.55783, 10.653333
a4750, 138.88967, 72.174194, 7.6416668
a4750, 139.13382, 71.976532, 21.983333
a4750, 139.65095, 71.899688, 23.158332
a4750, 139.57235, 72.072296, 7.2416667
a4750, 139.18936, 72.424377, 12.359999
a4750, 139.06137, 71.899963, 15.904999
a4750, 138.76974, 71.571655, 94.9197
a4750, 138.7705, 71.567779, 60.969059
a4750, 138.91651, 71.551116, 34.568332
a4750, 139.67515, 71.74176, 92.566017
a4750, 139.6609, 71.188293, 38.01976
a4750, 139.2906, 71.055511, 27.506666
a4750, 139.56176, 71.415771, 48.709999
a4750, 139.81391, 71.606048, 21.01
a4750, 139.60891, 71.02539, 27.799762
a4750, 139.48094, 72.058715, 16.731666
a4750, 138.88066, 71.920105, 46.706569
a4750, 139.26522, 70.949829, 7.7366666
a4750, 138.67555, 71.848419, 23.86
a4750, 138.98518, 71.809997, 47.475833
a4750, 139.56604, 71.713012, 70.230384
a4750, 139.47215, 72.176208, 19.443332
a4750, 139.65014, 71.786377, 7.9830951
a4750, 138.55528, 68.693878, 16.288333
a4750, 138.69619, 71.608978, 55.814998
a4750, 139.20584, 71.768524, 46.81987
a4750, 139.17936, 72.18988, 49.003459
a4750, 139.29318, 72.229126, 112.58025
a4750, 139.31448, 71.783966, 36.662948
a4750, 139.29647, 70.957153, 9.2616663
a4750, 139.89942, 71.730072, 87.192146
a4750, 138.83642, 71.593902, 22.154047
a4750, 139.13139, 71.490783, 29.245512
a4750, 138.43428, 71.810272, 35.834999
a4750, 139.72996, 71.832855, 117.78707
a4750, 138.31179, 72.051757, 32.418335
a4750, 138.81402, 71.523254, 21.45738
a4750, 139.70953, 71.796997, 63.549999
a4750, 139.54447, 71.692596, 40.006427
a4750, 139.00224, 71.467804, 44.996795
a4750, 140.14654, 71.668792, 24.44
a4750, 138.80958, 71.613189, 39.91476
a4750, 139.29452, 71.285125, 71.629524
a4750, 139.02917, 72.020355, 25.349166
a4750, 139.26997, 71.555725, 56.16658
a4750, 139.16246, 71.458099, 44.721141
a4750, 139.54303, 71.623718, 10.678333
a4750, 138.66256, 71.556701, 96.035301
a4750, 139.53961, 71.310455, 82.290237
a4750, 139.1155, 72.382537, 6.2191667
a4750, 139.59458, 71.397979, 15.76
a4750, 139.58587, 71.716461, 10.351666
a4750, 139.92428, 71.344909, 37.465
a4750, 139.43295, 71.59793, 60.073333
a4750, 139.12957, 71.022674, 46.339046
a4750, 139.45359, 71.893615, 85.253334
a4750, 139.24418, 72.064941, 37.036666
a4750, 139.55076, 72.217468, 66.853332
a4750, 139.38324, 71.561309, 188.95872
a4750, 139.50451, 72.202606, 57.706226
a4750, 139.48127, 71.668457, 36.880001
a4750, 139.54342, 71.391845, 58.665782
a4750, 139.02626, 71.601287, 124.40333
a4750, 140.02346, 71.81723, 65.080001
a4750, 139.18244, 72.233917, 56.356666
a4750, 139.55696, 71.878906, 247.80134
a4750, 138.74417, 71.274047, 61.698486
a4750, 138.94313, 72.398407, 68.355003
a4750, 139.33035, 71.654144, 43.258335
a4750, 139.37849, 71.265869, 103.21167
a4750, 139.12548, 72.418762, 6.2750001
a4750, 139.19166, 70.811035, 43.113334
a4750, 138.8899, 71.817657, 100.94333
a4750, 139.07119, 71.515899, 26.444999
a4750, 138.81747, 70.80783, 11.229762
a4750, 139.41307, 71.605743, 25.476667
a4750, 138.94532, 72.099029, 66.771667
a4750, 139.38542, 71.96051, 20.888334
a4750, 139.61163, 71.667816, 29.423334
a4750, 139.02061, 72.358123, 39.196514
a4750, 139.05516, 71.32846, 56.471668
a4750, 139.4467, 72.003906, 29.186666
a4750, 139.07119, 72.124664, 41.748333
a4750, 139.5124, 71.581604, 48.311061
a4750, 139.49942, 71.686584, 59.52
a4750, 138.66873, 71.928802, 85.191665
a4750, 138.93463, 71.775146, 75.073333
a4750, 139.40684, 71.596191, 28.863205
a4750, 139.92021, 71.634948, 65.816665
a4750, 139.48336, 71.865509, 67.25447
a4750, 138.9254, 71.542511, 32.673332
a4750, 138.75096, 71.854919, 66.584999
a4750, 138.92948, 71.702789, 50.416538
a4750, 139.46308, 71.734222, 40.476211
a4750, 139.3235, 72.11383, 15.359999
a4750, 139.68641, 71.003265, 45.514999
a4750, 139.08673, 71.733551, 45.186668
a4750, 138.94368, 71.930816, 83.499694
a4750, 139.46353, 71.688324, 14.423333
a4750, 139.38853, 71.895355, 22.235
a4750, 139.06193, 71.658325, 58.983333
a4750, 138.99015, 72.231597, 48.985477
a4750, 139.87057, 71.984954, 17.823333
a4750, 139.0158, 71.69873, 47.959999
a4750, 139.65359, 71.560424, 60.381141
a4750, 139.02789, 72.191101, 59.981472
a4750, 139.78294, 71.497802, 37.459873
a4750, 139.88089, 71.420715, 17.228332
a4750, 139.4566, 71.432525, 61.166667
a4750, 139.67955, 71.214263, 15.619999
a4750, 139.48709, 72.20581, 52.489166
a4750, 139.20719, 72.014617, 40.403331
a4750, 139.51609, 70.93222, 46.317855
a4750, 139.64202, 71.427307, 95.514762
a4750, 139.23671, 71.50772, 125.11166
a4750, 140.16137, 71.308776, 6.0616664
a4750, 139.00001, 71.819671, 102.72214
a4750, 138.93046, 72.291839, 8.4016666
a4750, 139.37884, 71.650116, 33.29
a4750, 139.07217, 71.034301, 56.218509
a4750, 139.64308, 71.67276, 54.079902
a4750, 139.30621, 72.062896, 92.885002
a4750, 138.54469, 70.72525, 7.2833333
a4750, 139.51892, 71.583099, 110.83145
a4750, 139.49055, 72.522705, 27.0625
a4750, 139.97111, 57.5625, 22.944999
a4750, 139.33897, 72.201293, 36.979999
a4750, 139.17712, 71.456543, 23.029762
a4750, 139.23042, 71.506774, 58.306282
a4750, 139.13784, 71.832061, 67.194999
a4750, 138.95385, 72.061309, 10.595
a4750, 139.21891, 71.489105, 28.521667
a4750, 138.92379, 72.072814, 114.33147
a4750, 139.44311, 71.683929, 135.86727
a4750, 138.89764, 71.889282, 18.969999
a4750, 139.55314, 71.10498, 69.819389
a4750, 138.86729, 71.055694, 37.328334
a4750, 139.33363, 72.081359, 116.77257
a4750, 139.49642, 72.212097, 27.002916
a4750, 139.20201, 71.827697, 25.261667
a4750, 139.15997, 71.873046, 124.07038
a4750, 138.77488, 71.607849, 91.514999
a4750, 139.43037, 71.515411, 60.60218
a4750, 139.84265, 71.722595, 32.203334
a4750, 139.46432, 72.196014, 34.169998
a4750, 139.05757, 72.083831, 5.2366666
a4750, 139.62388, 70.963958, 67.699913
a4750, 139.5092, 71.393463, 83.986663
a4750, 139.08, 72.408142, 19.104999
a4750, 139.99768, 71.662292, 32.66106
a4750, 138.92221, 71.099182, 11.879761
a4750, 139.35665, 71.635955, 14.055
a4750, 139.4129, 71.592804, 46.049999
a4750, 139.54626, 71.054962, 43.209999
a4750, 139.34213, 71.40335, 40.728332
a4750, 139.10984, 72.613494, 59.088096
a4750, 138.91606, 70.850402, 5.5116667
a4750, 138.99603, 71.783844, 65.191467
a4750, 139.56663, 71.385376, 51.236763
a4750, 139.26469, 70.74118, 37.36
a4750, 139.0825, 71.202362, 19.716667
a4750, 139.24871, 67.803192, 25.241666
a4750, 139.46369, 71.648254, 25.267856
a4750, 139.85229, 71.95401, 35.942501
a4750, 139.47782, 71.43338, 35.849998
a4750, 138.68969, 71.86499, 56.006248
a4750, 138.92036, 71.104492, 58.174999
a4750, 139.16169, 71.409698, 32.16119
a4750, 138.90315, 71.838928, 30.239872
a4750, 139.27185, 71.788147, 59.944999
a4750, 139.26892, 71.470306, 27.003334
a4750, 139.63169, 71.944732, 9.2616663
a4750, 138.34947, 72.646301, 80.149444
a4750, 139.166, 72.740417, 10.08119
a4750, 138.64874, 71.955658, 17.75
a4750, 139.24974, 71.76831, 52.720264
a4750, 139.54222, 72.365722, 37.205001
a4750, 138.90412, 70.979217, 88.422622
a4750, 139.42091, 70.395233, 5.5999999
a4750, 139.47175, 71.826141, 51.25238
a4750, 138.53327, 71.829284, 49.221668
a4750, 139.39723, 71.402557, 23.271667
a4750, 139.93589, 72.229705, 17.809999
a4750, 138.99975, 72.166778, 22.606666
a4750, 139.45997, 71.83255, 36.319999
a4750, 138.8099, 71.186828, 85.114044
a4750, 139.72296, 71.150024, 72.609031
a4750, 139.33955, 71.353546, 38.226665
a4750, 139.48585, 71.267364, 19.45
a4750, 139.78666, 71.88919, 22.236282
a4750, 139.04019, 71.454742, 17.862499
a4750, 139.61029, 71.9953, 47.931667
a4750, 138.91334, 71.800933, 25.895834
a4750, 139.51071, 70.656707, 6.2783331
a4750, 138.75961, 71.540222, 22.722856
a4750, 139.2387, 72.013671, 28.271667
a4750, 138.65887, 71.07669, 29.22705
a4750, 139.24642, 71.511901, 22.079999
a4750, 139.20207, 71.515075, 44.881427
a4750, 139.39015, 71.67517, 59.041317
a4750, 139.17616, 72.714325, 56.271427
a4750, 139.67495, 70.636108, 10.478333
a4750, 139.75285, 71.175506, 8.2011909
a4750, 139.63139, 71.926025, 92.873077
a4750, 138.99589, 71.570526, 24.021667
a4750, 139.78025, 71.303649, 39.983333
a4750, 139.35368, 71.398468, 29.453332
a4750, 139.05438, 72.010894, 106.98833
a4750, 138.99142, 72.008789, 35.75
a4750, 139.12341, 71.099853, 51.830001
a4750, 139.06568, 71.70935, 67.666664
a4750, 138.64997, 71.599395, 37.03218
a4750, 139.37973, 71.895202, 69.906669
a4750, 140.07366, 70.99942, 38.636665
a4750, 139.02972, 71.39038, 172.07954
a4750, 139.16447, 72.121307, 75.326667
a4750, 139.33694, 71.485839, 57.020881
a4750, 139.09698, 72.073669, 63.880001
a4750, 139.29184, 71.030242, 16.829999
a4750, 139.29205, 71.709075, 69.283432
a4750, 139.78797, 72.216613, 163.88667
a4750, 139.42961, 71.986755, 23.486211
a4750, 139.44534, 72.59085, 11.581666
a4750, 139.53175, 72.409484, 68.056663
a4750, 139.44148, 71.803649, 37.728332
a4750, 138.83654, 71.994354, 129.21652
a4750, 139.41238, 71.600036, 27.944999
a4750, 139.22601, 71.535369, 20.51
a4750, 139.52415, 71.498107, 69.486251
a4750, 139.70202, 71.757904, 13.085303
a4750, 138.98725, 71.706481, 20.691667
a4750, 139.16235, 71.570465, 35.865001
a4750, 139.43238, 71.17221, 102.39695
a4750, 138.83, 71.764587, 138.55052
a4750, 139.52822, 71.695953, 33.285907
a4750, 139.21382, 71.717407, 44.479999
a4750, 139.45503, 72.029632, 109.97404
a4750, 139.32797, 71.733673, 13.312575
a4750, 138.89971, 71.224273, 39.18394
a4750, 138.80145, 71.992981, 28.411666
a4750, 139.16035, 72.01892, 27.726667
a4750, 139.52444, 71.353057, 40.201427
a4750, 139.05552, 71.859252, 104.55999
a4750, 139.71769, 71.104034, 30.044393
a4750, 139.16026, 72.455535, 36.783332
a4750, 139.23754, 71.869506, 36.253334
a4750, 139.01113, 72.099914, 69.616798
a4750, 139.44644, 71.932739, 55.532119
a4750, 138.8032, 72.076812, 47.218334
a4750, 139.38308, 71.831176, 35.323333
a4750, 139.73469, 71.893188, 31.873333
a4750, 139.43296, 71.766937, 23.716667
a4750, 139.58993, 71.310455, 84.865715
a4750, 138.81968, 72.392059, 32.111667
a4750, 139.35159, 71.745941, 24.226667
a4750, 139.73315, 71.353332, 190.6325
a4750, 139.62721, 72.066223, 18.188333
a4750, 138.95675, 71.716461, 35.955001
a4750, 139.43879, 72.028991, 29.888334
a4750, 139.26597, 71.629974, 69.276901
a4750, 139.44494, 71.612457, 142.86346
a4750, 139.03337, 71.459686, 11.846666
a4750, 139.28874, 71.643524, 41.042915
a4750, 139.51608, 71.932281, 51.150257
a4750, 138.91256, 72.533111, 83.433937
a4750, 139.36773, 72.807434, 17.908332
a4750, 138.43524, 71.985168, 20.341667
a4750, 139.21067, 71.037933, 19.003334
a4750, 139.00659, 70.948822, 33.069999
a4750, 139.49995, 72.014404, 69.373336
a4750, 139.31951, 70.953186, 65.696662
a4750, 139.17378, 72.003356, 82.069999
a4750, 138.96, 70.833953, 34.73106
a4750, 138.81747, 72.437896, 13.783333
a4750, 139.4138, 71.246917, 50.972381
a4750, 139.23716, 72.21524, 64.723716
a4750, 138.91371, 72.305633, 99.067466
a4750, 138.9367, 70.897644, 73.622146
a4750, 139.54139, 71.96701, 78.043243
a4750, 139.42788, 71.19754, 105.18595
a4750, 139.1564, 55.718933, 15.093333
a4750, 139.18873, 71.938415, 23.438333
a4750, 139.9313, 70.970459, 23.421667
a4750, 138.82728, 71.170196, 13.875
a4750, 139.7599, 71.727966, 92.349227
a4750, 139.52908, 71.785553, 83.754997
a4750, 139.07687, 71.996215, 23.909242
a4750, 139.05552, 72.004486, 28.463333
a4750, 139.04418, 71.802734, 44.466793
a4750, 139.0828, 71.811523, 57.854648
a4750, 138.57292, 72.058685, 36.863334
a4750, 139.53942, 71.469543, 66.943573
a4750, 138.9522, 71.523223, 6.8291668
a4750, 138.83593, 71.806304, 65.579582
a4750, 139.63768, 71.493591, 26.266666
a4750, 139.41467, 71.355926, 17.864999
a4750, 138.55394, 71.056915, 20.668333
a4750, 139.08654, 71.089904, 93.217269
a4750, 139.29199, 71.40802, 76.206253
a4750, 139.40072, 71.168243, 49.901668
a4750, 138.91519, 71.960266, 9.21
a4750, 139.10379, 72.524902, 19.745
a4750, 139.15885, 70.971374, 19.354999
a4750, 139.50341, 71.675842, 29.279167
a4750, 139.75267, 71.476287, 32.080001
a4750, 139.32594, 71.331817, 67.562561
a4750, 139.4342, 71.323089, 53.531665
a4750, 139.53625, 72.020324, 10.644523
a4750, 139.76208, 71.238128, 78.611816
a4750, 138.96223, 72.145202, 41.625
a4750, 139.41436, 71.934692, 37.143333
a4750, 139.01365, 72.013061, 18.495
a4750, 139.68768, 72.78952, 13.970714
a4750, 140.02395, 71.292602, 22.819999
a4750, 138.66629, 71.578643, 56.861667
a4750, 138.60072, 71.64743, 10.181666
a4750, 139.43927, 71.9794, 52.657463
a4750, 139.57388, 71.64508, 17.965
a4750, 139.22991, 71.544555, 22.633333
a4750, 138.98034, 71.337036, 34.761058
a4750, 139.37696, 71.881835, 40.145
a4750, 139.70677, 72.021881, 42.649166
a4750, 139.02488, 71.270202, 85.904167
a4750, 139.41674, 71.675964, 36.936668
a4750, 138.56465, 71.570617, 31.59
a4750, 139.47406, 71.813079, 66.842948
a4750, 139.15419, 71.4458, 53.146667
a4750, 138.86935, 71.492553, 14.185
a4750, 138.95933, 71.677459, 20.69
a4750, 139.66517, 71.52539, 18.065
a4750, 139.21366, 71.555175, 60.246666
a4750, 139.24502, 71.833892, 90.776107
a4750, 138.54957, 71.464599, 110.4159
a4750, 139.59631, 71.703369, 107.57666
a4750, 139.08519, 72.410614, 12.925
a4750, 139.30096, 72.264404, 25.366666
a4750, 139.18896, 72.590881, 7.3850002
a4750, 139.68164, 72.089141, 28.258333
a4750, 139.25817, 71.719299, 110.12727
a4750, 138.87251, 72.574615, 16.628334
a4750, 140.12583, 71.498474, 22.885
a4750, 139.7358, 71.457428, 28.571666
a4750, 139.01869, 71.722137, 86.462776
a4750, 139.39685, 71.432952, 40.426906
a4750, 139.21687, 71.711578, 48.044998
a4750, 138.31234, 72.118957, 23.041666
a4750, 138.87114, 71.969665, 13.661666
a4750, 139.2892, 71.710479, 61.065174
a4750, 140.02183, 71.142181, 49.096248
a4750, 138.51754, 71.405304, 10.103333
a4750, 139.39717, 71.784057, 36.395713
a4750, 139.12027, 72.210662, 40.249847
a4750, 139.32165, 71.475311, 95.961669
a4750, 139.44123, 71.461334, 59.848636
a4750, 139.29492, 71.73413, 16.325
a4750, 139.51931, 70.907897, 41.916667
a4750, 139.16273, 71.820678, 35.006668
a4750, 139.6454, 71.771728, 20.565
a4750, 139.84437, 72.047454, 67.449241
a4750, 139.35884, 71.987854, 39.192855
a4750, 139.52429, 71.447784, 17.429761
a4750, 139.07049, 71.066345, 63.482391
a4750, 139.38256, 71.710662, 67.158332
a4750, 139.1248, 71.269592, 64.342918
a4750, 139.43685, 71.439514, 97.79924
a4750, 139.60145, 71.601532, 12.934047
a4750, 139.48408, 71.770629, 39.349849
a4750, 139.28115, 71.910369, 73.61
a4750, 140.18615, 71.096649, 12.410714
a4750, 139.36358, 71.435058, 115.32563
a4750, 139.19209, 72.022857, 15.708333
a4750, 139.14814, 71.952301, 51.981666
a4750, 139.66848, 71.769043, 58.508335
a4750, 140.02809, 71.20996, 42.529998
a4750, 139.15693, 72.109954, 30.6
a4750, 139.17033, 71.975891, 10.841666
a4750, 139.49066, 71.820922, 105.57833
a4750, 139.26527, 71.666748, 63.686668
a4750, 139.7283, 58.177459, 20.975
a4750, 138.54696, 71.687408, 17.523332
a4750, 138.99931, 71.573425, 18.513334
a4750, 138.98408, 71.201751, 6.6066665
a4750, 139.8571, 71.924011, 8.4250001
a4750, 139.22273, 71.692321, 96.309913
a4750, 139.90884, 71.791198, 13.866666
a4750, 139.3278, 71.549255, 10.645
a4750, 139.77002, 70.936981, 81.882919
a4750, 139.21466, 71.687896, 27.379762
a4750, 139.43768, 72.044036, 68.931663
a4750, 139.71762, 72.643951, 8.4483337
a4750, 139.22358, 71.036895, 103.63416
a4750, 139.36082, 72.355011, 42.573333
a4750, 139.25325, 71.89273, 56.418335
a4750, 139.18118, 71.333404, 46.343334
a4750, 139.30738, 71.899261, 72.580001
a4750, 138.98921, 72.547424, 30.864999
a4750, 139.54223, 71.227996, 94.712616
a4750, 139.44912, 71.559387, 89.565712
a4750, 139.14138, 71.099273, 60.55212
a4750, 138.78134, 72.106994, 18.515832
a4750, 138.72746, 72.062957, 16.165
a4750, 139.21203, 71.925018, 77.806663
a4750, 138.97074, 71.816131, 66.618331
a4750, 139.37698, 72.739715, 35.031665
a4750, 139.57884, 72.382537, 21.068332
a4750, 139.73985, 71.798889, 27.883333
a4750, 139.14683, 71.519043, 60.811317
a4750, 139.63258, 71.61325, 74.228813
a4750, 139.22557, 71.87561, 79.76625
a4750, 138.33606, 71.339813, 34.226429
a4750, 139.36373, 71.509033, 10.563333
a4750, 138.84132, 71.499877, 69.680259
a4750, 139.1564, 71.687988, 8.9449996
a4750, 139.0641, 71.165435, 68.356666
a4750, 139.2929, 71.081512, 47.116283
a4750, 139.80255, 71.503295, 48.464763
a4750, 139.55607, 71.393951, 18.781665
a4750, 139.48306, 71.766326, 37.412857
a4750, 139.38063, 72.208068, 40.916538
a4750, 139.61564, 71.734222, 95.23471
a4750, 139.74803, 71.871887, 31.033332
a4750, 139.86615, 70.68634, 34.099998
a4750, 139.49159, 71.074005, 28.09197
a4750, 139.25552, 71.667694, 52.259998
a4750, 139.08734, 71.780242, 29.467857
a4750, 138.79602, 71.073608, 47.0
a4750, 139.03492, 72.320068, 25.42197
a4750, 139.56849, 71.983215, 26.676427
a4750, 139.37892, 71.833892, 28.353332
a4750, 138.70765, 71.673492, 23.79
a4750, 139.85363, 71.796905, 18.148332
a4750, 139.56192, 70.78305, 53.805
a4750, 139.13543, 71.415252, 119.26999
a4750, 139.62811, 71.72467, 15.694999
a4750, 139.08796, 71.798797, 57.072856
a4750, 139.83236, 71.520965, 15.873333
a4750, 139.47227, 72.201171, 25.168333
a4750, 138.85064, 71.817657, 48.96619
a4750, 139.14221, 70.82077, 18.955833
a4750, 139.09469, 71.352447, 36.143333
a4750, 139.08735, 71.681671, 22.634761
a4750, 139.02702, 71.641967, 15.036666
a4750, 139.84931, 71.631897, 23.546667
a4750, 139.38478, 71.060119, 12.475
a4750, 139.6035, 72.219085, 53.378334
a4750, 138.35636, 71.778289, 60.547725
a4750, 139.25814, 71.396789, 30.614048
a4750, 139.53578, 72.092865, 30.28738
a4750, 138.86752, 71.494293, 61.874607
a4750, 139.04347, 71.989044, 17.129999
a4750, 139.71954, 71.14093, 85.521667
a4750, 138.69183, 71.80429, 62.628788
a4750, 139.28863, 71.828033, 25.838333
a4750, 140.11862, 71.768127, 34.585834
a4750, 139.12199, 71.911071, 41.635715
a4750, 139.67388, 71.269226, 54.735
a4750, 139.07373, 71.557769, 123.34217
a4750, 139.9671, 71.835968, 15.703332
a4750, 139.02807, 71.315826, 14.97
a4750, 139.24589, 71.882385, 41.264999
a4750, 139.80917, 72.328735, 17.924047
a4750, 139.19467, 71.596313, 19.219999
a4750, 138.74885, 72.196655, 97.796455
a4750, 139.49969, 72.233856, 32.701667
a4750, 139.10354, 71.42633, 23.173334
a4750, 139.72045, 71.270202, 15.452575
a4750, 139.36717, 71.679321, 22.959999
a4750, 139.09726, 71.483337, 20.908332
a4750, 139.32191, 71.251953, 27.361665
a4750, 139.5325, 72.122039, 104.90333
a4750, 139.63725, 71.589263, 22.891666
a4750, 139.54229, 72.344909, 15.72
a4750, 139.25662, 71.604431, 19.69
a4750, 139.42724, 71.916809, 20.083334
a4750, 139.21116, 71.652404, 35.626667
a4750, 139.37907, 71.854309, 23.117857
a4750, 138.828, 71.989715, 39.78619
a4750, 139.45254, 71.446014, 35.319999
a4750, 139.62466, 71.835876, 9.3850002
a4750, 139.65004, 71.487091, 80.186668
a4750, 138.87553, 71.696991, 52.44625
a4750, 139.43565, 71.7677, 18.398332
a4750, 139.75083, 72.030365, 173.4738
a4750, 139.10076, 71.685455, 13.388333
a4750, 139.02104, 71.833496, 60.743572
a4750, 139.30332, 71.747009, 20.634048
a4750, 139.31776, 71.14212, 13.375
a4750, 139.30313, 71.981353, 27.905
a4750, 139.43971, 71.005157, 13.063333
a4750, 138.69422, 71.425903, 68.769546
a4750, 139.8892, 71.455993, 18.326665
a4750, 139.38966, 71.836914, 39.491664
a4750, 139.15823, 71.724121, 57.36
a4750, 139.05394, 72.122894, 86.265152
a4750, 139.00372, 71.379028, 16.086666
a4750, 139.40545, 71.604797, 8.5483331
a4750, 140.09768, 71.855987, 20.327858
a4750, 138.73165, 71.637023, 58.801666
a4750, 139.33476, 71.810363, 141.18124
a4750, 139.54373, 71.885345, 67.592453
a4750, 139.8777, 71.166748, 30.704999
a4750, 139.02442, 71.217437, 24.943332
a4750, 139.41398, 72.077423, 24.628637
a4750, 139.04023, 72.061492, 77.421669
a4750, 138.68457, 72.022186, 67.865196
a4750, 138.95697, 71.719329, 32.04
a4750, 139.37635, 71.769104, 43.078094
a4750, 139.13107, 71.704681, 69.705452
a4750, 138.9727, 72.138305, 12.904999
a4750, 138.61004, 70.958374, 95.578811
a4750, 138.92033, 71.554138, 52.343334
a4750, 139.00906, 71.487518, 64.129997
a4750, 139.29669, 71.661254, 15.418333
a4750, 139.45376, 71.614318, 28.063333
a4750, 139.4521, 72.66809, 17.643333
a4750, 138.82405, 71.36441, 14.068333
a4750, 139.47155, 71.882446, 24.566667
a4750, 139.26429, 71.860687, 25.939762
a4750, 139.64276, 71.244934, 45.064998
a4750, 139.70416, 71.396637, 43.78976
a4750, 139.07186, 71.618103, 31.156665
