============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(1,4 MeV) ==> Mylar+Aluminium( 1261 A) ==================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   87  2 ,1367290E+07   1261615E-03 -,6119E+00 -,5096E+00   ,9999975 -,0010744 -,0019623
T   88  2 ,1371863E+07   1261108E-03  ,1758E+01  ,1320E+01   ,9999935  ,0023451  ,0027511
T   89  2 ,1370447E+07   1262478E-03 -,6232E+00  ,5802E+00   ,9999915 -,0024761  ,0032822
T   90  2 ,1365663E+07   1262986E-03  ,1415E+00 -,1267E+01   ,9999936  ,0019602 -,0029856
T   91  2 ,1364365E+07   1261467E-03 -,7600E+00  ,7083E+00   ,9999994  ,0011047 -,0002421
T   92  2 ,1369839E+07   1263384E-03 -,3409E+01 -,8695E-01   ,9999866 -,0049897 -,0013860
T   93  2 ,1366545E+07   1263015E-03 -,3125E+00 -,7272E+00   ,9999801 -,0005743  ,0062811
T   94  2 ,1367168E+07   1262677E-03  ,1040E+01  ,2219E+00   ,9999966 -,0006967  ,0025251
T   95  2 ,1366552E+07   1261917E-03  ,1006E+01 -,6631E-01   ,9999830  ,0034967 -,0046714
T   96  2 ,1367893E+07   1261843E-03 -,7667E+01 -,2063E+00   ,9999307 -,0116209 -,0019074
T   97  2 ,1369975E+07   1263334E-03 -,2127E+01  ,1802E+01   ,9999904 -,0040216 -,0017374
T   98  2 ,1364675E+07   1262143E-03 -,3308E+01 -,6586E+01   ,9999322 -,0078472 -,0085989
T   99  2 ,1367752E+07   1262513E-03  ,3295E+01  ,4098E+00   ,9999857  ,0053432 -,0003419
T  100  2 ,1369276E+07   1261677E-03  ,1760E+00 -,1086E+01   ,9999972  ,0000910 -,0023568
T  101  2 ,1365489E+07   1263232E-03 -,8735E+00 -,1448E+01   ,9999848 -,0036050 -,0041783
T  102  2 ,1365898E+07   1261866E-03 -,1991E+01 -,1327E+00   ,9999992 -,0011119 -,0006397
T  103  2 ,1369358E+07   1262773E-03  ,1535E+00 -,1549E-01   ,9999993  ,0008669 -,0007579
T  104  2 ,1368701E+07   1261761E-03 -,1224E+01  ,3787E+00   ,9999897 -,0034761  ,0029120
T  105  2 ,1365200E+07   1261283E-03  ,1560E+01  ,4610E+00   ,9999962  ,0021325  ,0017490
T  106  2 ,1372172E+07   1261568E-03 -,9389E+00 -,6306E-01   ,9999976 -,0021784 -,0000560
T  107  2 ,1370519E+07   1261207E-03  ,9646E+00 -,1220E+01   ,9999977  ,0012776 -,0017489
T  108  2 ,1368405E+07   1263167E-03 -,1300E+00  ,6056E+00   ,9999986 -,0017015 -,0000635
T  109  2 ,1368569E+07   1261502E-03 -,1131E+01  ,1422E+01   ,9999900 -,0003482  ,0044617
T  110  2 ,1368711E+07   1262945E-03  ,3045E+01  ,9299E-01   ,9999894  ,0045859 -,0005049
T  111  2 ,1362657E+07   1263404E-03  ,4601E+01  ,3534E+00   ,9998222  ,0184986 -,0036439
T  112  2 ,1365356E+07   1262425E-03  ,2697E+00 -,1204E+01   ,9999945  ,0010744 -,0031282
